1305031102.243211,-0.003551199,0.01031994,0.01947848,-0.006456827,-0.005217621,-0.002490946,0.9999624
1305031102.275326,-0.004639769,0.01097896,0.0284752,-0.01091206,-0.007478356,-0.002807599,0.9999086
1305031102.3112669,-0.006553077,0.01082021,0.04160602,-0.01494322,-0.008865457,-0.0025753,0.9998457
1305031102.3432331,-0.008049269,0.01406212,0.05193932,-0.01554608,-0.01027758,-0.001637389,0.999825
1305031102.375329,-0.00993683,0.01647379,0.05907357,-0.01639419,-0.01100038,-0.002257627,0.9998025
1305031102.411258,-0.01124892,0.01883863,0.06869783,-0.01788601,-0.0134893,-0.00311518,0.9997442
1305031102.4432709,-0.01519449,0.02486728,0.07812186,-0.02171024,-0.01527373,-0.003449446,0.9996417
1305031102.475318,-0.01413615,0.02307537,0.09218926,-0.02986267,-0.01772852,-0.00361193,0.9993903
1305031102.511219,-0.01350473,0.02536333,0.1037263,-0.03359988,-0.01674847,-0.005105157,0.999282
1305031102.54322,-0.01233647,0.02580733,0.1190521,-0.03819278,-0.01650844,-0.006845038,0.9991106
1305031102.5752859,-0.00725289,0.02152675,0.1209097,-0.0413458,-0.01774341,-0.007607115,0.9989584
1305031102.611233,-0.002591253,0.01779384,0.1299821,-0.04018204,-0.01732742,-0.005052619,0.9990293
1305031102.643265,-0.0114541,0.02858514,0.1431602,-0.03400642,-0.01261805,-0.006025742,0.9993238
1305031102.6752851,-0.0134909,0.03372052,0.1566321,-0.03417282,-0.0127567,-0.005693581,0.9993183
1305031102.7112629,-0.01909391,0.03544638,0.1668774,-0.03287463,-0.01102025,-0.007507583,0.9993705
1305031102.7432339,-0.01997098,0.03407988,0.1709943,-0.03728397,-0.009850669,-0.004526471,0.9992459
1305031102.7754719,-0.01392853,0.03476068,0.1871193,-0.04011944,-0.01162213,-0.00351975,0.9991211
