1305031102.243211,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.275326,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.3112669,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.3432331,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.375329,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.411258,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.4432709,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.475318,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.511219,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.54322,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.5752859,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.611233,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.643265,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.6752851,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.7112629,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.7432339,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.7754719,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.8112321,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.8432901,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.8753631,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.911185,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.943229,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031102.975203,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.011215,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.043227,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.0753191,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.1112399,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.1433179,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.175452,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.21122,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.243216,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.2753699,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.3112099,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.3432231,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.3753271,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.4112599,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.44328,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.4752741,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.511333,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.5434439,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.575474,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.611223,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.643445,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.675523,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.7116101,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.7433259,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.775342,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.8112421,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.843251,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.875361,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.911221,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.9432111,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031103.975373,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031104.0112319,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
1305031104.0432489,0.0005407284,-0.0009126685,0.004579176,-0.005700054,-0.004715215,-0.002117041,0.9999704
